title,author,newspaper,editor,year,month,day,volume,issue,page,image,tags,layout,text
your being reparoled, but not until such 
time as approved by the Supervisor of
Paroles, and the Board of Pardons.

You will note the important 
points:

1. Attend to the matter of sponsorship and
employment promptly and insufficient
time so there will be no delay in your
release at the proper time.
2. Your supervision while on parole is not 
by the officials of the penitentiary
3. A violation of parole by conviction for
another crime while on parole prhibits
consideration for reparole."
Protestant Services Continue Varied Order,"Bowman, Dr. Lenn",Pen Points,,1934,2,14,1,1,,1934.02.14.01_PenPoints.jpg,,item,"Protestant Services 
Continue Varied Order

Clergymen of different 
denominations make almost
daily appearances

The public services of the Pro-
testant group are held every Sun-
day morning in the area of the 10, 
11 and 2 blocks, at 9:15. In this
penitentiary attendance is entirely
optional. The program as followed
has been the leadership of the Sal-
vation Army on the second and 
fourth Sundays of each month.
The alternating Sundays are as-
signed to Rev. Frederick A. Smith,
of the Lutheran City Mission and
the Rev. Vincent J. Steffan. From
8 to 9 every Sunday morning Epis-
copal services are conducted in the
Chapel by Rev. Alfred M. Smith.
In all of these services inmate 
choirs participate in the music.

One of the valued offerings of
the religious ministry of the prison
is the personal service of Rev. Al-
fred M. Smith, Rev. Frederick A.
Smith, Rev. Vincent J. Steffan and
Brigadier Frank Croft of the Sal-
vation Army. These clergymen
visit the Institution practically ev-
ery day and conduct personal in-
terviews upon a wide field of sub-
jects among the inmates. The re-
ceiving gallery and the hospital
are especially assigned. We are
favored by the regular visits of
several clergyman of the different
denominations of colored groups.
Reports of an individual character
have been submitted by these visit-
ing ministers together with an ac-
count of the special services of the 
Christian Science body under the
direction of Mr. H. A. Nelke.

Ample opportunity is given to
all inmates to attend religious ser-
vices of the Protestant, the Cath-
olic and the Jewish Groups. There
is an emphasis placed upon the val-
ue of public worship, conformity 
to the principles of the religious
preferences cited at the time of 
the individual's admission to the
prison, and the study of the Word
of God under capable teaching.
The larger influences of religion
within this prison is unquestion-
ably the personal application of
its principles to the domestic and 
case problems of the inmate pop-
ulation. The loss of liberty provokes
the tremendous urge to regain that 
liberty. There are comforts and 
reconciliations in the message of 
all religions. There is value in the 
worship of the public assembly.
There is, however, no substitute for
the lifting power of personal coun-
sel which interprets the shattered 
hopes of a segregated group and
restores the individuals of such
group to the prospect of new starts
in life for themselves and the re-
newed confidence of their neigh-
bors. We subscribe to the liberal
personal contact of selected clergy-
men in the creation of new hopes
where despair may prevail.
—DR. LENN BOWMAN"
Let's Go!!,Unknown,Pen Points,,1934,2,14,1,1,,1934.02.14.02_PenPoints.jpg,,item,"LET'S GO!!

The purpose of this paper
is to furnish general information
regarding matters of importance 
to you and to establish better co-
operation and understanding be-
tween the inmates and officials.

The officials feel that this
paper will be of value in answer-
ing questions which are not clear
in your minds, and if you co-oper-
ate in a sensible manner, this paper
should develop into a valuable news
sheet.

This issue is an experiment 
and we solicit your suggestions as
to what items will make it of more
interest to you.

A question box will be placed
where it will be accessible to all, and
you are requested to write brief 
notes offering any suggestions or
asking any questions that may be
of interest to yourself or any other
inmate.

An Athletic Instructor will
be employed. Recreational pro-
grams will be arranged. As these 
programs are for your benefit, it is
expected that ALL will co-operate
and make this a successful Athletic
Year.

The Educational Program
will be enlarged and improved.
Take advantae of this opportun-
ity to increase your knowledge and 
you will find that earthly existence
can be made more harmonious and
livable in the future than it has in 
the past.

The rules of a penal institu-
tion are designed to enable a large 
number of human beings to live
and work together in an orderly,
self-respsecting, and co-operative
manner."
A Philosopher,John Kendrick Bangs,Pen Points,,1934,2,14,1,1,,1934.02.14.02_PenPoints.jpg,,item,"A Philosopher

To take things as they be—
That's my philosophy.
No use to holler, mope, or cuss—
If they was changed they might be wuss.

If rain is pouring down,
An lightnin's buzzin round
I ain't a-fearin' we'll be hit,
But grin that I ain't out in it.

If I get deep in debt,
It hasn't happened yet—
And owed a man two dollars, Gee:
Why, I'd be glad it wasn't three.

If some one come along, 
And tried to do me wrong,
Why I should sort of take a whim
To thank the Lord I wasn't him.

I never seen a night
So dark there wasn't light
Somewheres about if I took care
To strike a match and find out where.

—JOHN KENDRICK BANG"
Jokes,Unknown,Pen Points,,1934,2,14,1,1,,1934.02.14.02_PenPoints.jpg,,item,"Anything for a Laugh
Mose (passing a cemetery): R-r-rastus, is yo' afraid of g-g-ghosts?
Rastus: Ah should say not. Dey is jest jokes to me.
Mose: D-d-den look behind yo' and g-g-get a g-g-good laugh!

Order! Order!
Man (rushing excitedly into crowded police station): I want to report the murder of a saxophone player.
Police Captain: Well, get in line.

The Acid Test
Keeper: You think you're sane, eh? Well, if we give you your liberty will you keep away from liquor and women?
Asylum Inmate: I certainly will.
Keeper: Then stay in. You're still crazy.

Sheriff: The horse thief we've jailed is becoming quite an expense.
Mayor: Oh, hang the expense.
Sheriff: Say, that's not a bad idea.

But, I tell you I'm bugs about you, baby.
Well, you'd better watch out for my husband; he's in the exterminating business.

Politics
Did the last governor of your state serve two terms?
Oh, yes. One in the capitol and one in the penitentiary.

Doubly Cruel
First young hubby: Gosh, what a bump I've got on my head. My wife and I had our first argument and she socked me on the head with a pie pan.
Second: Say, how could she do that much damage with a pie pan?
First: It had one of her pies in it.

Discovered
Wife: John, you've got a hair!
Baldheaded husband: Hooray! At last that tonic is doing some good.
Wife: Don't get funny. The hair's on your coat lapel.

Police
Maid: Im sorry ma'am, but I just broke three dishes out in the kitchen.
Mistress: But I thought you were entertaining a policeman out there.
Maid: I was, ma'am, until he got fresh."
The Sky Devil's Code,Unknown,Pen Points,,1934,2,14,1,1,,1934.02.14.02_PenPoints.jpg,,item,"The Sky Devil's Code

THE SECOND DAY he joined the 
Twelfth Bristol Fighter Squad-
ron, Tim Barbour got his repu-
tation, and it was an evil one. So
was his nickname—the natural af-
termath of his reputation. Even 
the grease-balls took it upon them-
selves to be uppity with him. Ev-
erybody in the Twelfth called him 
""Chicken-Heart.""

When a man is called Chicken-
Heart, it can mean but one thing
—that he is a coward. And that
indeed was the Twelfth's opinion
of Barbour. They called him
Chicken-Heart to his face—and he
swallowed it and made no protest.

Wing companies excuse a great
deal in a man. He may be a boast-
er, a drunkard, a fool, wastrel; but
if he can fight, all these faults are
too easily forgiven and forgotten.
Not so with the cardinal sin of 
cowardice. That is the one fault 
which flyers—men who daily, hour-
ly, risk life and limb in the clouds
—will not abide.

Barbour learned, to his misery,
that the reputation of being a cow-
ard was all too easily gained and 
almost impossible to erase. He 
gained it one night in the local
estaminet where members of the
Twelfth were wont to foregather of
an evening to swap songs. Here
stories of the day's exploits were 
recounted, and the men limbered
up their fight-jaded sense with
white and red Frog lubricant.

Barbour had just come up from
Issoudon with a load of green
wingmen in the replacements. He
was tipping a glass to his lips when
someone jostled his elbow. The
glass flew from his fingers, its con-
tents be-spattering the face, collar
and tunic of one Mike McGovern,
a half-wing and observer. Now
Mike was Irish and Tim Barbour
was red-haired, lithe and rangy.
The members of the Twelfth looked
forward with eager interest to a 
good scrap. They knew Mike. He
loved nothing better than an even-
ing's stand-up-and-knock-down-
brawl. They expected Barbour's 
red hair was an indication of fistic
propensities. But in that they were 
woefully disappointed. No sooner
had Mike arisen, with the wild bel-
lowings of a maddened bull, than
Tim Barbour also rose to his feet
—white, trembling, unnerved.

No one spoke at sight of the agi-
tated young man. In fact many 
of the Twelfth's wingmen looked
away as would men whose stom-
achs proved too squeamish. They
couldn't bear to see a two-fisted
kid backing down. And that is
just what he did. Tim Barbour
backed down. He listened, with a
nervous, deprecating grin, to Mike's
abusive flow of language. Mike
called him everything from a skunk
to things unprintable. He took it
with a strained smile, his hands
gripping the edge of the table so
tightly that the knuckles showed a
line of white. His face wore a
tight unhappy look. That look—
members of the Twelfth interpret-
ed as meaning only one thing—
Tim Barbour was afraid.

""I'm—I'm very sorry,"" he said
in a low, hesitant voice when Mike
paused to take a breath. ""It won't
-er-happen again, I assure you.
Please forget it.""

""Shore, an' why should Oi for-
get, yuh lanky bean-pole?"" roared
the obstreperous Mike. ""Why, yuh
look so damn scairt, Oi wonder can
yuh raise yore fists to fight, by
golly.""

""Please,"" muttered Barbour.
""I apologized. That ought to be
enough. I don't care to fight.""

""Don't care,"" bellowed Mike,
unabashed, ""it's afraid yuh are, 
that's what it is. Why for two 
cents—"" He broke off in complete 
disgust. ""What's the use? You're 
yellow.""

Not even at that insulting re-
mark did Barbour take offense. He
grinned a sickly grin, then sub-
sided into his seat, face flaming
with embarrassment. Mike McGov-
ern turned away. And so did every
other member of the Twelfth. In
five minutes Tim Barbour found
he was sitting alone at his table.
In ten minutes he was in sole pos-
session of the entire corner. The
next morning his reputation was
consolidated. He was ""Chicken-
Heart"" Barbour to everybody.

He was an outcast—branded a coward.

* * * 

So passed a month. 
Barbour still hung on. It was
thought that he would seek to
be transferred where at least his
reputation was unkown, but he 
made no such move. The night of
June 18th, he was sitting in his
tiny room. From the estaminet 
came strains of happy music—
piano and voice. Suddenly, like a
bolt out of the dark sky overhead,
came a series of bombs. One struck
the landing field, plowing up the 
turf. Another missed the Admin-
istration building by a couple of 
yards. The third bit the estaminet.
Out of the chaos and the thunder, 
out of the screams of the wounded
and dying, came a steady voiced
summons.

""A Boche bombing party. To 
the air, men. Toddle out the 
crates."" The Twelfth never knew
that the voice so bold, so steady,
so challenging was that of Chicken-
Heart Barbour. In ten minutes
three planes had been rolled out
of the hangars. Their motors were
kicked over and they tore cross-
wind down the field, zooming for 
the stars. In one of the three
planes, Mike McGovern was busy
buckling himself into the observer's
seat. In the rush and hurry of the
take-off, he had not seen his part-
ner. He thumped the camel back
that separated pilot and observer
and the pilot turned about. Both 
men looked surprised, but Mike's
face also registered disgust. The
pilot was Chicken-Heart Barbour.
""I would draw the lemon,"" growled
Mike.

Anti-aircraft batteries were
shooting for all they were worth.
Three streaks of brilliant white 
light speared the heavens, marking 
the positions of the Fokker D7s.
Before the first of the three Bris-
tols got her proper fighting alti-
tude, two of the Fokkers swooped
down upon her and blasted her out
of the sky. It looked like a rout.
Mike swore under his breath, gave
his Vickers a warming burst. He
shouted as he recognized one of 
the Boche planes as that of von
Stollen, the famed German ace.
But he was busy the next second
keeping another of the Fokkers off
his tail. Out of the corner of his 
eye, he saw von Stollen rush at the 
Bristol. He groaned, but Barbour 
instantly shot the ship into a zoom. 
Up and down across and back, the
planes wheeled, looped, zoomed,
dived. The Germans were fast
getting the upper hand.

Barbour was flying like a gen-
ius or a maniac; it was hard to tell
which. Like a comet, the German
ace ripped across the Bristol's path 
and fired a blazing stream into her 
nose. Mike himself was shooting
wildly. He yelled lustily as one of
the Fokkers tumbled earthward, a
pillar of descending flame. Pour-
ing full gun to the roaring Rolls
motor, Barbour tore at von Stollen.
But suddenly the German ace's 
Spandau stream stopped. Just as
suddenly a searchlight caught the 
Fokker and Barbour and Mike saw
von Stollen's hands—both of them
—raised above his head.

It was a moment for a perfect
burst from Barbour's guns, but he
did not fire. Those raised hands
of the Boche reitmeister meant one
thing: his gun had jammed. One
blast and the German ace would be 
no more. But Barbour, instead of 
firing, threw the Bristol around in
a steep bank, saw that the other 
Bristol was more than holding its
own against the second Fokker.
Then he saw flickering tongues of
orange and green flame spurt from
von Stollen's Spandrau. The gun
was working again. The German 
waved a hand, and Barbour also
waved. Grinning Mike McGovern
waved back also.

And then the fierce battle was re-
sumed in earnest. Roaring Vickers
were matched against spattering 
Spandau; Yankee grit against Ger-
man nerve. Fire and flame against
flame and fire. Bullets crackled
against bullets, mile high in the
sky. Molten steel hit at Barbour's 
gun hand. But before the hand
was disabled he launched a scald-
ing stream of tracers into the Fok-
ker's belly. Blood poured from his
hand, but he paid no attention.
One of his bullets had hit the mark.
Von Stollen's Fokker exploded in
mid-air, lighting up the sky. Cov-
ered with blood and smeared with
grit and oil, Barbour clambered
from the cock-pit. Mike McGovern
threw an arm around him.

""Brother,"" said Mike, ""kick me.
Kick me damned hard. Oi've been
a fool, calling yuh Chicken-Heart.
'Tis 'Great-Heart' yuh should be
named. As soon as Oi seen yuh give 
that Jerry ace a chancet when his
gun jammed, Oi knew yuh was no
coward. It took nerve to let him
get an even chancet against yuh.
There ain't anuther pilot in the 
company would'a done it.""

Mike's voice dropped. ""But, son,
why didn't yuh put up your fists
to me that first night? Hell, I bet
yuh could lick me.""

Barbour grinned happily. ""Lick
you? Sure, with one hand behind
my back. Listen, I didn't feel
called upon to explain before, but 
now I will. Years ago, I took an 
oath never to fight. Sounds funny,
huh? Well, here's why.

""I got red hair and a terrible 
temper. Once I nearly killed a
guy in a fight. You see, I just for-
get everything, my mind goes
blank. I'm—I'm like crazy. So I 
made myself promise never again
to fight. It's the only way. It's
the code I wrote for myself.""

""Yeah,"" echoed Mike, slapping
Barbour on the shoulder. ""Call it
the sky-devil's code.""

(The End)"
Short Days -- Long Waves,Unknown,Pen Points,,1934,2,14,1,1,,1934.02.14.03_PenPoints.jpg,cartoon,item,
Mr. Feinberg Arranges Special Purim Services,Unknown,Pen Points,,1934,2,14,1,1,,1934.02.14.03_PenPoints.jpg,,item,"Mr. Feinberg Arranges
Special Purim Services

Dr. William H Fineshrieber,
Rabbi of the Keneseth Israel Con-
gregation, will officiate at the Pur-
im Festival celebration that will
take place at this institution on
March 7. Mr. Portner, Chairman
of the Social Service Committee
of B'nai B'rith, and Mr. Albert A.
Light, Chairman of the Prison Aid
Committee of the Philadelphia 
Council of B'nai B'rith will also
be present at the celebration.

Mr. Isaac Feinberg, in charge of
the religious and social work for
this institution, arranged for this
service and is also making prepar-
ations for the Passover Service
which begins March 31 and con-
tinues during the first week in 
April."
Untitled,"Phelps, William Lyon",Pen Points,,1934,2,14,1,1,,1934.02.14.03_PenPoints.jpg,quote,item,"I have discovered that the flu is
both affirmative and negative.
Sometimes the eyes have it and
sometimes the nose.
—WILLIAM LYON PHELPS"
Circulating Library Added to by Mr. Nelke,Unknown,Pen Points,,1934,2,14,1,1,,1934.02.14.03_PenPoints.jpg,,item,"Circulating Library
Added to by Mr. Nelke

Christian Science services are
held in this institution every Tues-
day afternoon at 2:30, under the 
auspices of ""The Christian Science
Churches of Philadelphia and Vi-
cinity."" Although not soliciting
the attendance of any one, the or-
ganization does, however, welcome
to these services all who desire to
know what Christian Science is,
and those who want to learn how
to apply its teaching in overcom-
ing the wrong or erroneous thoughts
or conditions in their lives.

There is a circulating library of 
Christian Science books on 8 block,
including the text book ""Science
and Health, with Key to the Scrip-
tures,"" by Mary Baker Eddy.

All inmates are invited to make
use of this library at any time they
may wish to do so. Mr. H. L. Nelke
is Director of Christian Science ac-
tivities at this institution."
Rev. A. M. Smith Plans For Lenten Season,Unknown,Pen Points,,1934,2,14,1,1,,1934.02.14.03_PenPoints.jpg,,item,"The Rev. Alfred M. Smith, Epis-
copalian Chaplain for this institu-
tion, is making preparation for spe-
cial services to be held during the 
Lenten Season. Choral Mass is 
held every Sunday morning at 8:15
A.M. The inmates can also go to
Communion at this Mass, with 
Confessions being heard every Fri-
day morning. "
The Question Box,Unknown,Pen Points,,1934,2,14,1,1,,1934.02.14.04_PenPoints.jpg,,item,"The Question Box

1. Question:—If granted com-
mutation of sentence by the State
Board of Pardons at the February
meeting, how soon thereafter will
I be released?

Answer:—First it is neces-
sary that the official papers,
signed by the Governor cer-
tifying to the commutation
of your sentence, be received
at this Institution. After re-
ceipt of the official papers,
you are given a hearing be-
fore the institution Parole
Board, and generally recom-
mended for parole. This rec-
ommendation for parole must
then be forwarded to the 
State Board of Pardons at
its next meeting. The Board
of Pardons then considers
the recommendation for
your parole and if approved,
the papers are forwarded to
the Governor for his signa-
ture. After which they are 
sent to the Institution. Up-
on receipt of the Parole pa-
pers, you are then released.
It generally takes from 4 to 
6 weeks from the date of the
granting of commutation.

* * * *

2. Question:—If I am granted 
commutation of sentence by the
State Board of Pardons, do the pa-
role regulations govern me in the
same manner as an inmate released
on parole at the expiration of his
minimum sentence?

Answer:—Yes. Commutat-
tion of sentence by the State
Board of Pardons is reduc-
ing the time of your mini-
mum sentence to expire on a
date fixed by the Pardon 
Board. Your parole is then
secured in the same manner
as if your minimum sentence 
had expired, and you are
subjected to all the rules and
regulations of the State Pa-
role Board in the same man-
ner as an inmate released at 
the expiration of his sent-
ence. For example, if you
were serving a 10 to 20 year
sentence and made applica-
tion to the State Board of 
Pardons after having served
4 years and were successful
in receiving favorable action
by the Board of Pardons, 
your sentence would then 
read from 4 to 20 years and
would be subject to the pa-
role regulations for a period 
of 16 years.

* * * *

3. Question:—If I desire infor-
mation on questions not clear in 
my mind about my sentence, par-
don, or parole matters, how could
I secure this information?

Answers—At 2:30 P.M. each
Wednesday, interviews are 
held by the Institution and
State Parole Officers who at
this time will attempt to an-
swer any questions that are
placed before them. These in-
terviews are held in the De-
puty's Office or any other of-
fice nearby.

* * * *

4. Question:—When making ap-
plication to the State Pardon 
Board, is it necessary to employ
an Attorney?

Answer:—No. The Officials
of the INstitution are very glad
to give assistance in this mat-
ter. Consult your Chaplain
who will advise you how to
have your papers made out
without the employment of an 
Attorney."
Rev. Smith Conducts Bible Study Class,Unknown,Pen Points,,1934,2,14,1,1,,1934.02.14.04_PenPoints.jpg,,item,"Rev. Smith Conducts
Bible Study Class

One of the activities not so com-
monly known is the Bible Study
class which is conducted every
Wednesday afternoon at 2 P.M. in
the Synagogue by Rev. Frederick 
Smith, the Lutheran Chaplain.

In this class there is exhaustive
study made, with the Bible as the 
only text book. The men are fur-
nished with study help sheets one
week in advance of each class in
order that they might have a bibli-
cal background before coming in
for the lecture. A round table dis-
cussion follows each study and
many of the men are unquestion-
ably receiving considerable benefit
from the study.

The popularity of this class
among those who are acquainted
with it may be attested by the fact
that the group at the Farm came
out 100 percent on a day when one
of the World Series games was be-
ing broadcast and shown upon an 
electric scoreboard.

Any man in the institution is
welcome and will find the Rev. Mr. 
Smith to be more than willing to
confer with him on any problems
that might arise, and that are with-
in the scope of a Chaplain's work.
On Wednesday, February 14, the
class will begin their studies of the
Confessions of the Church."
Do You Know That,Unknown,Pen Points,,1934,2,14,1,1,,1934.02.14.04_PenPoints.jpg,,item,"Do You Know That—

The King of England gets a 
fancy copy of the London Daily
Mail every morning. It is the first 
copy run off the presses, and is
printed on the most expensive pa-
per. 

Have you wondered why men 
risk their lives to establish automo-
bile speed records? Makers of cars
get many ideas from speed tests,
and people may drive more safely
at 50 miles an hour because some-
body has driven 250.

The total attendance at the 
""Century of Progress Exposition""
in Chicago exceeded the attend-
ance of the Columbian Exposition
forty years ago, in the same city.
The average visitor spent $1.18
daily inside the fairgrounds.

Life is just a game of See-Saw.
Some days we are up, and some 
days we are down. The thing to
do is to remember, when we are
up, that we shall probably go down 
again, and when we are down, that
we shall surely go up again."
Cartoon,Unknown,Pen Points,,1934,2,14,1,1,,1934.02.14.04_PenPoints.jpg,cartoon,item,"""Gee'z An' Me Wid Uh Class Reunion at Vassar Tonight"""
Read Good Books,"Herkness, Frank (Librarian)",Pen Points,,1934,2,14,1,1,,1934.02.14.04_PenPoints.jpg,,item,"Read Good Books

Education has no beginning and
no end. Children begin to read be-
fore they begin to talk. Aged men
and women continue to learn until
the time of physical dissolution.
The world is a school, humanity is
a succession of classes at study.
Every crisis, every moral test, ev-
ery demand for judgment, is an
examination. In the end, the great-
est degree of all is in the thought
that one may face the hereafter 
without fear.

Colleges have no magic. They
cannot transmute base metal into
gold. They organize and coordin-
ate the world's offerings in learn-
ing and in wisdom. Those offerings
are everywhere. To the man or
woman unable to go to college, they
are yet at hand and available. Read
—Read good books!

All the thoughts of the ancient 
philosophers are set down in print
for all generations. Aristotle, Plato
and the rest are gone, yet they re-
main forever. The great struggles
of humanity to rise; the uncon-
querable determination of the race
to achieve freedom and happiness;
these are on the records. Readers 
of books can live again the emo-
tions that have swayed people and
determined the boundaries of na-
tions. The high thoguhts of Emer-
son and the gentle humor of Dr. 
Holmes, these remain with us—
friendly companions that will come
at a gesture. The singing narra-
tives of Homer go singing through 
the ages.

Read—there is no book which
youths will read in preparation for
the mid-year of final examinations,
which those who are not in institu-
tions of learning may not have for 
themselves. There is no wealth of
learning which one may not ap-
proach through the printed page.

We hear praise for the man who
does things. Achievement, consum-
mation of purpose, these are entitled
to the admiration they receive. Yet
there never has been any deed done
in this mortal world which did not
have its preceding thought; and
the printed word is the vehicle for
most of the world's thought.

Through many centuries fine-
minded men have been striving to
advance human understanding and
wisdom. All that they have done
through the centuries is at your 
door.

Open the door and let in the 
books of the world.
—FRANK HERKNESS, Librarian"
Coming Soon,Unknown,Pen Points,,1934,2,14,1,1,,1934.02.14.04_PenPoints.jpg,,item,"Coming Soon

Baseball will soon be transferred
to the South. Unfortunately we
will be compelled to remain North,
so why not join the Hot Stove 
League and plan for the coming
season here? What do you say
about having a team representing 
the various blocks and galleries?
This arrangement permits a great-
er number of inmates to engage in
this particular sport.

By the way, we used 4000 base-
balls last year. It certainly is a 
good thing that we don't leave the
finders of these balls in free."